"id";"sritieskodas";"sritis";"forma";"vykdytojas";"projektas";"suma";"nefinansuojamadalis"
"344";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvių etninės kultūros draugija";"Rasos šventė Verkių parke";"4300.00";
"345";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvių etninės kultūros draugija";"D. Urbanavičienės monografija ""Regioniniai choreografinio folkloro ypatumai Lietuvoje"" su DVD priedu";"3500.00";
"346";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvių etninės kultūros draugija";"XII tarptautinė tradicinių šokių vasaros stovykla";"1000.00";
"347";"1.11";"muzika";"Asociacija";"Lietuvių liaudies instrumentinės muzikos draugija ""Kanklės""";"Dvyliktasis Jono Švedo liaudies instrumentų atlikėjų konkursas-2015";"2500.00";
"348";"1.15";"mėgėjų menas";"Asociacija";"Lietuvių liaudies instrumentinės muzikos draugija ""Kanklės""";"Lietuvos liaudies instrumentų pedagogų vasaros seminaras ""Solinio ir ansamblinio muzikavimo liaudies instrumentais aktualijos""";"1100.00";
"349";"1.12";"literatūra";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Lietuvių literatūros antologija 1795-1831: leidyba";"5000.00";
"350";"1.12";"literatūra";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Vaižganto ""Raštų"" 24 tomas";"4500.00";
"351";"1.12";"literatūra";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Leidinys ""Salomėja Nėris, Kur baltas miestas"" su CD, serija ""Gyvoji poezija""";"4000.00";
"352";"1.12";"literatūra";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Leidinys ""Poetai Žemaičių ir Lietuvos"" su CD, serija ""Gyvoji poezija""";"3000.00";
"353";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Lietuvių kultūrą puoselėjančių pramoginių-ugdomųjų vaizdo įrašų ikimokyklinio amžiaus vaikams sukūrimas";"12900.00";
"354";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Leidinys ""Maniutės sąsiuviniai"" (Gervėčių krašto istorija Marijos Mažeikienės atsiminimuose)";"4000.00";
"355";"1.19";"kultūros paveldas";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Skaitmeninės sutartinės. Zenono Slaviūno ir Stasio Paliulio sutartinių rinkinių skaitmeninimas ir skelbimas internete";"10500.00";
"356";"1.2";"tarpsritiniai projektai";"BĮ";"Lietuvių literatūros ir tautosakos institutas";"Kultūros renginių ciklas ""M. K. Čiurlionis Vilniuje""";"3000.00";
"357";"1.11";"muzika";"Asociacija";"Lietuvos akordeonistų asociacija";"XVIII tarptautinis akordeono festivalis Vilnius 2015";"7000.00";
"358";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"38-asis tarptautinis Nidos fotografijų seminaras ""Nida 2015""";"16000.00";
"359";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Alvydo Lukio ir Colby Caldwell fotografijų paroda ir katalogas ""Neįkainojamos kolekcijos/Invaluable collections""";"8000.00";
"360";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"""Matter of Photography/Hmota Fotografie"". Čekų jaunoji fotografija iš FAMU (Praha)";"4000.00";
"361";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Fotografijų paroda ""Post scriptum""";"3500.00";
"362";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Irenos Giedraitienės";"3000.00";
"363";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Rimaldo Vikšraičio fotografijų paroda";"3000.00";
"364";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Arūno Baltėno fotografijų paroda Vatikane";"3000.00";
"365";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Aleksandro Šiekštelės meninių fotografijų paroda";"2500.00";
"366";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Vytautas Stanionis retrospektyvinė paroda ""Nežinau""";"2000.00";
"367";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjunga";"Algimanto Žižiūno fotografijų paroda";"2000.00";
"368";"1.4";"fotografija";"VšĮ";"Lietuvos fotomenininkų sąjungos Fotografijos fondas";"Gintauto Trimako monografija";"12000.00";
"369";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Kauno skyrius";"Tęstinis fotografijos projektas EAST/WEST (Rytai/Vakarai)";"10000.00";
"370";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Kauno skyrius";"Jaunųjų menininkų pristatymas Kauno fotografijos galerijoje";"7000.00";
"371";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Kauno skyrius";"Lietuvos fotografijos aktualizavimas ir pristatymas Lietuvoje";"7000.00";
"372";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Kauno skyrius";"Romualdo Požerskio fotografijos paroda ir katalogas ""Paskutinieji namai""";"5900.00";
"373";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Klaipėdos skyrius";"Viktoro Trublenkovo retrospektyvinė fotografijų paroda";"3000.00";
"374";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Klaipėdos skyrius";"Juozo Laivio paroda ""Fotografijos""";"3000.00";
"375";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Klaipėdos skyrius";"Fotografijos projektas KITI 6";"3000.00";
"376";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Klaipėdos skyrius";"Fotografijos projektas ""Fotofobija""";"2300.00";
"377";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Klaipėdos skyrius";"Ramūno Danisevičiaus fotografijų paroda ""MONO""";"2000.00";
"378";"1.13";"kinas";"Asociacija";"Lietuvos kinematografininkų sąjunga";"7-asis tarptautinis kino festivalis ""Baltijos banga 2015""";"15000.00";
"379";"1.11";"muzika";"Asociacija";"Lietuvos kompozitorių sąjunga";"Tarptautinis šiuolaikinės muzikos festivalis ""Druskomanija""";"15000.00";
"380";"1.11";"muzika";"Asociacija";"Lietuvos kompozitorių sąjunga";"Festivalis ""Jauna muzika""";"15000.00";
"381";"1.11";"muzika";"Asociacija";"Lietuvos kompozitorių sąjunga";"Jaunųjų kompozitorių kūrinių chorui konkursas ""Vox juventutis""";"5800.00";
"382";"1.11";"muzika";"Labdaros i";"Lietuvos kompozitorių sąjungos muzikos fondas";"Tarptautinė jaunųjų kompozitorių ir muzikologų kūrybos sklaida";"5000.00";
"383";"1.11";"muzika";"Labdaros i";"Lietuvos kompozitorių sąjungos Muzikos fondas";"ISCM pasaulio naujosios muzikos dienos";"4000.00";
"384";"1.5";"tarpdisciplininis menas";"Asociacija";"Lietuvos tarpdisciplininio meno kūrėjų sąjunga";"""Atviros studijos-atviras procesas""";"4000.00";
"385";"1.5";"tarpdisciplininis menas";"Asociacija";"Lietuvos tarpdisciplininio meno kūrėjų sąjunga";"Struktūruojančios sistemos: nuo muziejaus iki algoritmo";"2000.00";
"386";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvos tautodailininkų sąjunga";"Lietuvos etnografinių regionų tautodailės parodos Vilniuje";"4000.00";
"387";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvos tautodailininkų sąjunga";"Respublikinis tapytojų pleneras Kernavėje";"2500.00";
"388";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvos tautodailininkų sąjunga";"Respublikinis keramikų seminaras ""Molio švilpynės""";"1000.00";
"389";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvos tautodailininkų sąjungos Dzūkijos skyrius";"Tautodailės dirbtuvės. Nuolatinė ekspozicija (parodos, tradicinių amatų pritaikymai)";"2500.00";
"390";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvos tautodailininkų sąjungos Dzūkijos skyrius";"Kūrybinė stovykla ""Paprotiniai menai Lietuvos etnografiniuose regionuose""";"2200.00";
"391";"1.12";"literatūra";"BĮ";"Lietuvos aklųjų biblioteka";"20 garsinių knygų leidyba neregiams";"5000.00";
"392";"1.16";"biblioteka";"BĮ";"Lietuvos aklųjų biblioteka";"Informacijos apie Lietuvos aklųjų bibliotekos paslaugas sklaida";"9000.00";
"393";"1.16";"biblioteka";"BĮ";"Lietuvos aklųjų biblioteka";"Jubiliejinis leidinys apie Lietuvos aklųjų biblioteką – „Lietuvos aklųjų bibliotekai - 50 metų“";"4000.00";
"394";"1.16";"biblioteka";"BĮ";"Lietuvos aklųjų biblioteka";"Edukacinė programa „Kultūros paveldo atvėrimas akliesiems ir silpnaregiams“";"3500.00";
"395";"1.16";"biblioteka";"BĮ";"Lietuvos aklųjų biblioteka";"Informacijos ir bibliotekų paslaugos neįgaliesiems (tęstinės programos III dalis)";"3500.00";
"396";"1.12";"literatūra";"Asociacija";"Lietuvos archeologijos draugija";"Archeologija - amžių atradimai Lietuvoje. II etapas";"7200.00";
"397";"1.19";"kultūros paveldas";"Asociacija";"Lietuvos archeologijos draugija";"Tęstinis projektas. Tarptautinė konferencija ""Naujausi archeologiniai tyrinėjimai""";"5100.00";
"398";"1.1";"architektūra";"Asociacija";"Lietuvos architektų rūmai";"Knygos ""Lietuvos architektai"" leidimas";"15000.00";
"399";"1.1";"architektūra";"Asociacija";"Lietuvos architektų rūmai";"Architektūros ir urbanistikos žodynas, terminai, sąvokos, samprata";"6000.00";
"400";"1.1";"architektūra";"Asociacija";"Lietuvos architektų sąjunga";"Tarptautinis tęstinis festivalis ""Baltijos šalių geriausių architektūros studentų baigiamųjų darbų paroda-konkursas 2015""";"10800.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"401";"1.1";"architektūra";"Asociacija";"Lietuvos architektų sąjunga";"Senosios Anykščių autobusų stoties vietos urbanistinės idėjos";"9500.00";
"402";"1.1";"architektūra";"Asociacija";"Lietuvos architektų sąjunga";"Architektūros paroda ""Paralelės"" Lietuvos regionuose";"7000.00";
"403";"1.1";"architektūra";"Asociacija";"Lietuvos architektų sąjunga";"Paroda konkursas ""Mano erdvė""";"7000.00";"Kompiuterio ir programinės įrangos įsigijimo išlaidos"
"404";"1.1";"architektūra";"Asociacija";"Lietuvos architektų sąjungos Klaipėdos apskrities organizacija";"Architektūros renginių ciklas ""Klaipėdos architektūra"" ir leidinio ""Klaipėdos architektūra.2014"" leidyba";"6900.00";
"405";"1.16";"biblioteka";"Asociacija";"Lietuvos bibliotekininkų draugija";"XV Nacionalinė bibliotekų savaitė. Biblioteka: informacija ir žinios – kiekvienam";"11000.00";
"406";"1.16";"biblioteka";"Asociacija";"Lietuvos bibliotekininkų draugija";"Tarptautinis jaunųjų bibliotekos specialistų diskusijų forumas: intensyvumas ir lyderystė bibliotekoje";"3000.00";
"407";"1.16";"biblioteka";"Asociacija";"Lietuvos bibliotekininkų draugija";"Lietuvos bibliotekininkų draugijos (LBD) dalyvavimas 81-oje IFLA Generalinėje konferencijoje";"2000.00";
"408";"1.17";"archyvas";"BĮ";"Lietuvos centrinis valstybės archyvas";"Ekspozicinių erdvių įrengimas ir įrangos įsigijimas";"7000.00";
"409";"1.15";"mėgėjų menas";"Asociacija";"Lietuvos chorų sąjunga";"XVI Berniukų chorų festivalis - akcija ""Lietuvos berniukai prieš smurtą ir narkomaniją""";"6000.00";
"410";"1.15";"mėgėjų menas";"Asociacija";"Lietuvos chorų sąjunga";"XIII Lietuvos vaikų ir suaugusiųjų chorų vadovų vasaros kvalifikacijos kėlimo kursai-seminarai VASAROS AKADEMIJA 2015 m.";"2000.00";"Honorarai"
"411";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvos dailės muziejus";"Katalogo ""Lietuvių liaudies tekstilė. Rankšluosčiai"" parengimas";"6100.00";
"412";"1.18";"muziejus";"BĮ";"Lietuvos dailės muziejus";"Skaitmeninė mokymosi aplinka muziejuje: mobili e.KLASĖ";"15000.00";
"413";"1.18";"muziejus";"BĮ";"Lietuvos dailės muziejus";"Tapytojo Prano Domšaičio kūrybos albumas-katalogas";"7000.00";
"414";"1.18";"muziejus";"BĮ";"Lietuvos dailės muziejus";"Mobiliosios skaitmeninimo grupės- pagalba regionų muziejams";"7000.00";
"415";"1.18";"muziejus";"BĮ";"Lietuvos dailės muziejus";"Portalo ""Lietuvos muziejai"" (www.muziejai.lt) modernizavimas: pritaikymas mobiliesiems įrenginiams ir administravimas 2015 m.";"2800.00";
"416";"1.19";"kultūros paveldas";"BĮ";"Lietuvos dailės muziejus";"Romualdas Budrys. Palangos gintaro muziejus: vadovas";"7000.00";
"417";"1.19";"kultūros paveldas";"BĮ";"Lietuvos dailės muziejus";"Senovės amatai atgimsta";"1700.00";
"418";"1.2";"dizainas";"BĮ";"Lietuvos dailės muziejus";"Pirmoji programos ""Gintaro dizaino tradicijų Lietuvoje aktualizavimas"" paroda ""Felikso Daukanto kūrybos retrospektyva""";"2400.00";
"419";"1.3";"dailė";"BĮ";"Lietuvos dailės muziejus";"Parodų ciklas su edukacine programa ""Dailininkai vizionieriai""";"40000.00";
"420";"1.3";"dailė";"BĮ";"Lietuvos dailės muziejus";"Parodų ciklas ""XX a. Lietuvos išeivijos dailė"" ketvirtoji paroda ""Alfonso Dargio (1909- 1996) kūrybos retrospektyva";"5000.00";
"421";"1.3";"dailė";"BĮ";"Lietuvos dailės muziejus";"Spalvų turtai Algirdo Petrulio paletėje 100 metų jubiliejinė paroda ir katalogas";"3000.00";
"422";"1.4";"fotografija";"BĮ";"Lietuvos dailės muziejus";"Programos ""XIX a. - XX a. Vilniaus menas"" trečiasis projektas ""Fotografas Juozapas Čechavičius ir XIX a. Vilnius""";"10000.00";
"423";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjunga";"LDS: LXXX";"5000.00";
"424";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjunga";"Juodkrantės pajūrio skulptūrų simpoziumas";"2000.00";
"425";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjunga";"Knyga ir paroda tapytojos Sofijos Veiverytės 90-mečio jubiliejui pažymėti";"2000.00";"Knygos leidybos išlaidos"
"426";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Kauno skyrius";"Kauno tarptautinės grafikos bienalė 2015 ""Kultūros linija""";"7500.00";
"427";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Kauno skyrius";"Atmintis: Arūno Daujoto (1963-2012) kūrybos albumo leidyba";"5000.00";
"428";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Kauno skyrius";"Šiuolaikinės tapybos festivalis ""Kartos XY.Z?""";"2000.00";
"429";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Kauno skyrius";"Kitokia tekstilė 2015";"2000.00";
"430";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Kauno skyrius";"XXII-asis tartautinis tapytojų pleneras A. Samuoliui atminti";"2000.00";
"431";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Klaipėdos skyrius";"Renatės Lūšies vardo tarptautinis akvarelės pleneras 2015";"2000.00";
"432";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Kauno skyrius";"IX-oji tarptautinė Baltijos šalių šiuolaikinės keramikos paroda ""Pavasaris 2015""";"2000.00";
"433";"1.3";"dailė";"Asociacija";"Lietuvos dailininkų sąjungos Panevėžio skyrius";"VI-tasis tarptautinis akmens skulptūros simpoziumas ""Skulptūra tarp mūsų""";"7000.00";
"434";"1.2";"dizainas";"Asociacija";"Lietuvos dizainerių sąjunga";"Dizaino indeksas LT Design Index";"8500.00";
"435";"1.11";"muzika";"Asociacija";"Lietuvos džiazo federacija";"Tarptautinės džiazo dienos minėjimo renginiai";"5000.00";"Visos, išskyrus atlikėjų honorarų išlaidos"
"436";"1.18";"muziejus";"VšĮ";"Lietuvos energetikos muziejus";"Interaktyvus maršrutas žmonėms su regos negalia Energetikos ir technikos muziejuje";"12000.00";
"437";"1.18";"muziejus";"VšĮ";"Lietuvos energetikos muziejus";"Žaidžiame mokslą. Nauji interaktyvūs eksponatai";"4000.00";
"438";"1.19";"kultūros paveldas";"Tradicinė ";"Lietuvos evangelikų reformatų bažnyčios - Unitas Lithuania - Sinodas";"Lietuvos evangelikų reformatų kultūros paveldo interaktyvus informacinis žemėlapis";"8600.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"439";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Klaipėdos skyrius";"Vito Luckaus fotografijos retrospektyvinė paroda ""Siūlau naują pasaulį"" Klaipėdoje";"3000.00";
"440";"1.4";"fotografija";"Asociacija";"Lietuvos fotomenininkų sąjungos Klaipėdos skyrius";"Algimanto Aleksandravičiaus jubiliejinė retrospektyvinė paroda ""Sugrįžimai - veidai ir ne tik...""";"2000.00";
"441";"1.3";"dailė";"VšĮ";"Lietuvos išeivijos dailės fondas";"Albumo ""Litvakų dailė privačiose Lietuvos kolekcijos"" leidyba: II etapas";"9000.00";
"442";"1.3";"dailė";"VšĮ";"Lietuvos išeivijos dailės fondas";"Jubliejinė dailininko Prano Domšaičio (1880- 1965) kūrybinė paroda";"5000.00";
"443";"1.3";"dailė";"VšĮ";"Lietuvos išeivijos dailės fondas";"Parodos Lietuvos išeivijos dailė: Pasaulio lietuvių tapyba pristatymas Londone";"1000.00";
"444";"1.18";"muziejus";"BĮ";"Lietuvos jūrų muziejus";"Jūrų katastrofos ir Lietuva: tarp racionalumo ir mistikos";"20000.00";
"445";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Lietuvos kalvių sąjunga";"Tarptautinis kalvystės pleneras Keturi vėjai 2015";"2000.00";
"446";"1.13";"kinas";"UAB";"Lietuvos kinas";"Svečiuose - kinas";"3000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"447";"1.13";"kinas";"Asociacija";"Lietuvos kino operatorių asociacija";"Ąžuolas 2015- Lietuvos kino operatorių apdovanojimai";"2500.00";
"448";"1.11";"muzika";"Asociacija";"Lietuvos kompozitorių sąjunga";"Naujų lietuviškų muzikos kūrinių iniciavimas ir sklaida";"45000.00";
"449";"1.11";"muzika";"Asociacija";"Lietuvos kompozitorių sąjunga";"Algirdo Jono Ambrazo knygos ""Julius Juzeliūnas. Gyvenimo ir veiklos panorama. Kūrybos įžvalgos"" leidyba";"6000.00";
"450";"1.5";"tarpdisciplininis menas";"BĮ";"Lietuvos kultūros institutas";"Tarpdisciplininio meno srities užsienio kultūros ekspertų tiriamieji vizitai Lietuvoje";"14000.00";
"451";"1.6";"teatras";"VšĮ";"Lietuvos kultūros istorijos ir antropologijos studentų organizacija";"VII tarptautinis teatro debiutų festivalis „Tylos“";"10835.00";
"452";"1.15";"mėgėjų menas";"Asociacija";"Lietuvos kultūros centrų asociacija";"Lietuvos kultūros centrų paslaugų konkurencingumo didinimas";"10000.00";
"453";"1.12";"literatūra";"Asociacija";"Lietuvos leidėjų asociacija";"Lietuvos literatūros, knygos meno ir leidybos sklaida tarptautinėse knygų mugėse ir specialistų renginiuose";"20000.00";
"454";"1.12";"literatūra";"Asociacija";"Lietuvos leidėjų asociacija";"Lietuvos leidybos sektoriaus atstovavimas gerinant knygų platinimo ir prieinamumo sistemą Lietuvoje ir ES šalyse bendradarbiaujant su tarptautinėmis organizacijomis";"10800.00";"Visos, išskyrus seminaro Lietuvoje išlaidos"
"455";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvos liaudies kultūros centras";"Etninės kultūros paveldas ir gyvoji tradicija: problemos, tyrimai, interpretacijos II";"8000.00";
"456";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvos liaudies kultūros centras";"Respublikinis etninės kultūros specialistų kvalifikacijos kėlimo seminaras";"4500.00";
"457";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvos liaudies kultūros centras";"Knyga ""Kryždirbystė Žemaitijoje""";"3000.00";
"458";"1.15";"mėgėjų menas";"BĮ";"Lietuvos liaudies kultūros centras";"Respublikiniai choreografų kvalifikacijos tobulinimo kursai";"2000.00";
"459";"1.15";"mėgėjų menas";"BĮ";"Lietuvos liaudies kultūros centras";"Vasaros teatro akademija";"2000.00";
"460";"1.15";"mėgėjų menas";"BĮ";"Lietuvos liaudies kultūros centras";"Dainų ir šokių ansamblių ir grupių vadovų seminaras";"2000.00";
"461";"1.12";"literatūra";"Asociacija";"Lietuvos literatūros vertėjų sąjunga";"Tarptautinės kūrybinės lietuvių ir ukrainiečių literatūros vertėjų pratybos ir seminaras";"3300.00";
"462";"1.3";"dailė";"Asociacija";"Lietuvos meno galerininkų asociacija";"Tarptautinė didelio formato skulptūrų ir instaliacijų paroda TAKAS";"11000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"463";"1.16";"biblioteka";"BĮ";"Lietuvos mokslų akademijos Vrublevskių biblioteka";"Atminimų albumai Lietuvos mokslų akademijos bibliotekoje: katalogas";"17000.00";
"464";"1.16";"biblioteka";"BĮ";"Lietuvos mokslų akademijos Vrublevskių biblioteka";"Užmirštas Vilnius";"17000.00";"Skaitmeninimo ir leidybos darbų išlaidos"
"465";"1.16";"biblioteka";"BĮ";"Lietuvos mokslų akademijos Vrublevskių biblioteka";"Albumo Vilnius ženkleliuose leidyba";"5000.00";
"466";"1.18";"muziejus";"Asociacija";"Lietuvos muziejų asociacija";"Muziejų specialistų kvalifikacijos tobulinimo programa 2015-2017";"20000.00";
"467";"1.18";"muziejus";"Asociacija";"Lietuvos muziejų asociacija";"Interneto svetainės www.museums.lt atnaujinimas ir modernizavimas";"8000.00";
"468";"1.18";"muziejus";"Asociacija";"Lietuvos muziejų asociacija";"Lietuvos muziejų dalyvavimas 16-ojoje Tarptautinėje Vilniaus/Baltijos knygų mugėje 2015";"7000.00";
"469";"1.18";"muziejus";"Asociacija";"Lietuvos muziejų asociacija";"LMA Rinkinių mokslinio tyrimo sekcijos XVIII konferencija Etniškumas ir regioniškumas XXI amžiaus muziejuose ir leidinys Lietuvos muziejų rinkiniai Nr. 14 Etniškumas ir regioniškumas XXI amžiaus muziejuose";"2500.00";
"470";"1.2";"tarpsritiniai projektai";"Asociacija";"Lietuvos muziejų asociacija";"2015 m. Lietuvos muziejų kelias: liaudies meno grožis";"10000.00";
"471";"1.11";"muzika";"VšĮ";"Lietuvos muzikos ir teatro akademija";"Muzikologinių straipsnių rinktinės ""Sociocultural Crosses and Borders: Musical Microhistories"" parengimas ir leidyba";"7000.00";
"472";"1.11";"muzika";"VšĮ";"Lietuvos muzikos ir teatro akademija";"Vargonų muzika: tradicijos ir inovacijos";"5000.00";
"473";"1.11";"muzika";"VšĮ";"Lietuvos muzikos ir teatro akademija";"Liucijos Drąsutienės knygos ""Fortepijono pedagogikos puslapiai. XX amžiaus"" leidykla";"5000.00";
"474";"1.11";"muzika";"VšĮ";"Lietuvos muzikos ir teatro akademija";"Donato Katkaus knyga ""Trupantys lapai"" leidyba";"4000.00";
"475";"1.13";"kinas";"VšĮ";"Lietuvos muzikos ir teatro akademija";"Europos kino mokyklų kūrybinės dirbtuvės ""Vasaros media studija""";"25000.00";
"476";"1.14";"etninė kultūra ir tautodailė";"VšĮ";"Lietuvos muzikos ir teatro akademija";"Viena Lietuva - penki etnopasauliai";"4000.00";
"477";"1.2";"tarpsritiniai projektai";"VšĮ";"Lietuvos muzikos ir teatro akademija";"Lietuvos meno kūrėjų kūrybos vakarų ciklas Meistrai didžiojoje";"3000.00";
"478";"1.6";"teatras";"VšĮ";"Lietuvos muzikos ir teatro akademija";"II Teatro tyrimų ir praktikumų stovykla Anykščiuose: kūnas ir tekstas";"12000.00";
"479";"1.10-";"šokis";"Asociacija";"Lietuvos muzikos ir teatro akademijos studentų atstovybė";"4-asis tarptautinsi studentų šiuolaikinio šokio festivalis ""Shock Academia""";"5000.00";
"480";"1.11";"muzika";"Asociacija";"Lietuvos muzikų rėmimo fondas";"XIII tarptautinis menų festivalis Druskininkų vasara su Čiurlioniu";"12000.00";
"481";"1.11";"muzika";"Asociacija";"Lietuvos muzikų rėmimo fondas";"Tarptautinis muzikos festivalis Sugrįžimai";"10250.00";
"482";"1.11";"muzika";"Asociacija";"Lietuvos muzikų sąjunga";"XIX Koncertas- maratonas ""Didysis muzikų paradas"" 2015";"10000.00";
"483";"1.2";"tarpsritiniai projektai";"Asociacija";"Lietuvos muzikų sąjunga";"Operos raštai";"3000.00";
"484";"1.9";"muzikinis teatras";"Asociacija";"Lietuvos muzikų sąjunga";"Ledas ir zefyras";"8000.00";
"485";"1.16";"biblioteka";"BĮ";"Lietuvos nacionalinė Martyno Mažvydo biblioteka";"Bibliotekų specialistų mokymai";"35500.00";
"486";"1.16";"biblioteka";"BĮ";"Lietuvos nacionalinė Martyno Mažvydo biblioteka";"Kultūros sklaida per bibliotekas tobulinant nacionalinės bibliotekos žurnalo „Tarp knygų“ turinį";"3000.00";
"487";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvos nacionalinės UNESCO komisijos sekretoriatas";"Nematerialaus kultūros paveldo specialistų seminaras, skirtas UNESCO Nematerialaus kultūros paveldo apsaugos konvencijos įgyvendinimui";"3100.00";"Sinchroninio vertimo išlaidos"
"488";"1.19";"kultūros paveldas";"BĮ";"Lietuvos nacionalinės UNESCO komisijos sekretoriatas";"Komunikacijos ir valdymo gebėjimų stiprinimas, skirtas į UNESCO Pasaulio paveldo sąrašą įrašytoms tarpvyriausybinėms vietovėms (Kuršių Nerija)";"3900.00";
"489";"1.6";"teatras";"BĮ";"Lietuvos nacionalinis dramos teatras";"Spektaklio „Didvyrių aikštė“ pastatymas";"40000.00";
"490";"1.6";"teatras";"BĮ";"Lietuvos nacionalinis dramos teatras";"Režisieriaus Arpado Schillingo spektaklis „Wartists“ pastatymas";"20000.00";
"491";"1.6";"teatras";"BĮ";"Lietuvos nacionalinis dramos teatras";"Mariaus Ivaškevičiaus pjesės darbiniu pavadinimu „Wartists“ sukūrimas";"5000.00";
"492";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Lietuvos nacionalinis muziejus";"Leidinio Odeta Tumėnaitė-Bražėnienė: karpiniai, raižiniai, margučiai projektas";"4600.00";
"493";"1.15";"mėgėjų menas";"BĮ";"Lietuvos nacionalinis muziejus";"Sūduvos folkloro festivalis ""Žalias ąžuolėli""";"2300.00";
"494";"1.15";"mėgėjų menas";"BĮ";"Lietuvos nacionalinis muziejus";"Sūduvos mėgėjų teatrų festivalis ""Atžalynas""";"2200.00";
"495";"1.18";"muziejus";"BĮ";"Lietuvos nacionalinis muziejus";"Edukacinės programos interaktyviam stalui";"9000.00";
"496";"1.10-";"šokis";"BĮ";"Lietuvos nacionalinis operos ir baleto teatras";"Kūrybinis impulsas IV";"15000.00";
"497";"1.8";"opera";"BĮ";"Lietuvos nacionalinis operos ir baleto teatras";"L. Beethoveno operos ""Fidelijus"" pastatymas";"40000.00";
"498";"1.8";"opera";"BĮ";"Lietuvos nacionalinis operos ir baleto teatras";"Profesionalios kritinės, analitinės refleksijos straipsniai spaudoje";"8300.00";"Visos, išskyrus kritinio diskurso kūrimo išlaidos"
"499";"1.19";"kultūros paveldas";"Asociacija";"Lietuvos pilių ir dvarų asociacija";"Atvertos dvarų durys";"5000.00";
